,info,timestamp,datetime,symbol,id,order,type,side,takerOrMaker,price,amount,cost,fee,fees
0,"{'a': '1917338795', 'p': '16717.63000000', 'q': '0.04080000', 'f': '2237934657', 'l': '2237934657', 'T': '1669261668528', 'm': True, 'M': True}",1669261668528,2022-11-24T03:47:48.528Z,BTC/USDT,1917338795,,,sell,taker,16717.63,0.0408,682.079304,,[]
1,"{'a': '1917338796', 'p': '16717.63000000', 'q': '0.00250000', 'f': '2237934658', 'l': '2237934658', 'T': '1669261668529', 'm': True, 'M': True}",1669261668529,2022-11-24T03:47:48.529Z,BTC/USDT,1917338796,,,sell,taker,16717.63,0.0025,41.794075,,[]
2,"{'a': '1917338797', 'p': '16718.19000000', 'q': '0.00065000', 'f': '2237934659', 'l': '2237934659', 'T': '1669261668704', 'm': False, 'M': True}",1669261668704,2022-11-24T03:47:48.704Z,BTC/USDT,1917338797,,,buy,taker,16718.19,0.00065,10.8668235,,[]
3,"{'a': '1917338798', 'p': '16717.75000000', 'q': '0.00200000', 'f': '2237934660', 'l': '2237934660', 'T': '1669261668979', 'm': True, 'M': True}",1669261668979,2022-11-24T03:47:48.979Z,BTC/USDT,1917338798,,,sell,taker,16717.75,0.002,33.4355,,[]
4,"{'a': '1917338799', 'p': '16717.64000000', 'q': '0.00732000', 'f': '2237934661', 'l': '2237934661', 'T': '1669261668979', 'm': True, 'M': True}",1669261668979,2022-11-24T03:47:48.979Z,BTC/USDT,1917338799,,,sell,taker,16717.64,0.00732,122.3731248,,[]
5,"{'a': '1917338800', 'p': '16717.66000000', 'q': '0.01733000', 'f': '2237934662', 'l': '2237934662', 'T': '1669261669057', 'm': True, 'M': True}",1669261669057,2022-11-24T03:47:49.057Z,BTC/USDT,1917338800,,,sell,taker,16717.66,0.01733,289.7170478,,[]
6,"{'a': '1917338801', 'p': '16718.18000000', 'q': '0.01184000', 'f': '2237934663', 'l': '2237934663', 'T': '1669261669097', 'm': True, 'M': True}",1669261669097,2022-11-24T03:47:49.097Z,BTC/USDT,1917338801,,,sell,taker,16718.18,0.01184,197.9432512,,[]
7,"{'a': '1917338802', 'p': '16718.18000000', 'q': '0.05177000', 'f': '2237934664', 'l': '2237934664', 'T': '1669261669098', 'm': True, 'M': True}",1669261669098,2022-11-24T03:47:49.098Z,BTC/USDT,1917338802,,,sell,taker,16718.18,0.05177,865.5001786,,[]
8,"{'a': '1917338803', 'p': '16718.16000000', 'q': '0.00061000', 'f': '2237934665', 'l': '2237934665', 'T': '1669261669164', 'm': True, 'M': True}",1669261669164,2022-11-24T03:47:49.164Z,BTC/USDT,1917338803,,,sell,taker,16718.16,0.00061,10.1980776,,[]
9,"{'a': '1917338804', 'p': '16718.17000000', 'q': '0.05300000', 'f': '2237934666', 'l': '2237934666', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338804,,,buy,taker,16718.17,0.053,886.06301,,[]
10,"{'a': '1917338805', 'p': '16718.18000000', 'q': '0.00560000', 'f': '2237934667', 'l': '2237934667', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338805,,,buy,taker,16718.18,0.0056,93.621808,,[]
11,"{'a': '1917338806', 'p': '16718.19000000', 'q': '0.01314000', 'f': '2237934668', 'l': '2237934669', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338806,,,buy,taker,16718.19,0.01314,219.6770166,,[]
12,"{'a': '1917338807', 'p': '16718.20000000', 'q': '0.00068000', 'f': '2237934670', 'l': '2237934670', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338807,,,buy,taker,16718.2,0.00068,11.368376,,[]
13,"{'a': '1917338808', 'p': '16718.49000000', 'q': '0.00069000', 'f': '2237934671', 'l': '2237934671', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338808,,,buy,taker,16718.49,0.00069,11.5357581,,[]
14,"{'a': '1917338809', 'p': '16718.64000000', 'q': '0.00540000', 'f': '2237934672', 'l': '2237934672', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338809,,,buy,taker,16718.64,0.0054,90.280656,,[]
15,"{'a': '1917338810', 'p': '16718.74000000', 'q': '0.08972000', 'f': '2237934673', 'l': '2237934673', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338810,,,buy,taker,16718.74,0.08972,1500.0053528,,[]
16,"{'a': '1917338811', 'p': '16718.75000000', 'q': '0.13954000', 'f': '2237934674', 'l': '2237934675', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338811,,,buy,taker,16718.75,0.13954,2332.934375,,[]
17,"{'a': '1917338812', 'p': '16718.78000000', 'q': '0.04330000', 'f': '2237934676', 'l': '2237934676', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338812,,,buy,taker,16718.78,0.0433,723.923174,,[]
18,"{'a': '1917338813', 'p': '16718.79000000', 'q': '0.01340000', 'f': '2237934677', 'l': '2237934678', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338813,,,buy,taker,16718.79,0.0134,224.031786,,[]
19,"{'a': '1917338814', 'p': '16718.84000000', 'q': '0.00499000', 'f': '2237934679', 'l': '2237934679', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338814,,,buy,taker,16718.84,0.00499,83.4270116,,[]
20,"{'a': '1917338815', 'p': '16718.86000000', 'q': '0.00640000', 'f': '2237934680', 'l': '2237934680', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338815,,,buy,taker,16718.86,0.0064,107.000704,,[]
21,"{'a': '1917338816', 'p': '16718.87000000', 'q': '0.01099000', 'f': '2237934681', 'l': '2237934682', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338816,,,buy,taker,16718.87,0.01099,183.7403813,,[]
22,"{'a': '1917338817', 'p': '16718.88000000', 'q': '0.34690000', 'f': '2237934683', 'l': '2237934686', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338817,,,buy,taker,16718.88,0.3469,5799.779472,,[]
23,"{'a': '1917338818', 'p': '16718.90000000', 'q': '0.43001000', 'f': '2237934687', 'l': '2237934687', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338818,,,buy,taker,16718.9,0.43001,7189.294189,,[]
24,"{'a': '1917338819', 'p': '16718.91000000', 'q': '0.01950000', 'f': '2237934688', 'l': '2237934689', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338819,,,buy,taker,16718.91,0.0195,326.018745,,[]
25,"{'a': '1917338820', 'p': '16718.92000000', 'q': '0.00514000', 'f': '2237934690', 'l': '2237934690', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338820,,,buy,taker,16718.92,0.00514,85.9352488,,[]
26,"{'a': '1917338821', 'p': '16718.96000000', 'q': '0.00750000', 'f': '2237934691', 'l': '2237934691', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338821,,,buy,taker,16718.96,0.0075,125.3922,,[]
27,"{'a': '1917338822', 'p': '16718.98000000', 'q': '0.00210000', 'f': '2237934692', 'l': '2237934692', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338822,,,buy,taker,16718.98,0.0021,35.109858,,[]
28,"{'a': '1917338823', 'p': '16718.99000000', 'q': '0.01601000', 'f': '2237934693', 'l': '2237934693', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338823,,,buy,taker,16718.99,0.01601,267.6710299,,[]
29,"{'a': '1917338824', 'p': '16719.00000000', 'q': '0.02198000', 'f': '2237934694', 'l': '2237934697', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338824,,,buy,taker,16719.0,0.02198,367.48362,,[]
30,"{'a': '1917338825', 'p': '16719.04000000', 'q': '0.00299000', 'f': '2237934698', 'l': '2237934698', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338825,,,buy,taker,16719.04,0.00299,49.9899296,,[]
31,"{'a': '1917338826', 'p': '16719.05000000', 'q': '0.04242000', 'f': '2237934699', 'l': '2237934699', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338826,,,buy,taker,16719.05,0.04242,709.222101,,[]
32,"{'a': '1917338827', 'p': '16719.11000000', 'q': '0.00210000', 'f': '2237934700', 'l': '2237934700', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338827,,,buy,taker,16719.11,0.0021,35.110131,,[]
33,"{'a': '1917338828', 'p': '16719.17000000', 'q': '0.01713000', 'f': '2237934701', 'l': '2237934701', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338828,,,buy,taker,16719.17,0.01713,286.3993821,,[]
34,"{'a': '1917338829', 'p': '16719.20000000', 'q': '0.28000000', 'f': '2237934702', 'l': '2237934703', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338829,,,buy,taker,16719.2,0.28,4681.376,,[]
35,"{'a': '1917338830', 'p': '16719.21000000', 'q': '0.00641000', 'f': '2237934704', 'l': '2237934704', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338830,,,buy,taker,16719.21,0.00641,107.1701361,,[]
36,"{'a': '1917338831', 'p': '16719.33000000', 'q': '0.00210000', 'f': '2237934705', 'l': '2237934705', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338831,,,buy,taker,16719.33,0.0021,35.110593,,[]
37,"{'a': '1917338832', 'p': '16719.40000000', 'q': '0.01713000', 'f': '2237934706', 'l': '2237934706', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338832,,,buy,taker,16719.4,0.01713,286.403322,,[]
38,"{'a': '1917338833', 'p': '16719.42000000', 'q': '0.00118000', 'f': '2237934707', 'l': '2237934707', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338833,,,buy,taker,16719.42,0.00118,19.7289156,,[]
39,"{'a': '1917338834', 'p': '16719.43000000', 'q': '0.01713000', 'f': '2237934708', 'l': '2237934708', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338834,,,buy,taker,16719.43,0.01713,286.4038359,,[]
40,"{'a': '1917338835', 'p': '16719.49000000', 'q': '0.00750000', 'f': '2237934709', 'l': '2237934709', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338835,,,buy,taker,16719.49,0.0075,125.396175,,[]
41,"{'a': '1917338836', 'p': '16719.54000000', 'q': '0.20399000', 'f': '2237934710', 'l': '2237934710', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338836,,,buy,taker,16719.54,0.20399,3410.6189646,,[]
42,"{'a': '1917338837', 'p': '16719.58000000', 'q': '0.00750000', 'f': '2237934711', 'l': '2237934711', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338837,,,buy,taker,16719.58,0.0075,125.39685,,[]
43,"{'a': '1917338838', 'p': '16719.63000000', 'q': '0.00750000', 'f': '2237934712', 'l': '2237934712', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338838,,,buy,taker,16719.63,0.0075,125.397225,,[]
44,"{'a': '1917338839', 'p': '16719.65000000', 'q': '0.01713000', 'f': '2237934713', 'l': '2237934713', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338839,,,buy,taker,16719.65,0.01713,286.4076045,,[]
45,"{'a': '1917338840', 'p': '16719.66000000', 'q': '0.02000000', 'f': '2237934714', 'l': '2237934714', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338840,,,buy,taker,16719.66,0.02,334.3932,,[]
46,"{'a': '1917338841', 'p': '16719.67000000', 'q': '0.02140000', 'f': '2237934715', 'l': '2237934716', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338841,,,buy,taker,16719.67,0.0214,357.800938,,[]
47,"{'a': '1917338842', 'p': '16719.69000000', 'q': '0.00140000', 'f': '2237934717', 'l': '2237934717', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338842,,,buy,taker,16719.69,0.0014,23.407566,,[]
48,"{'a': '1917338843', 'p': '16719.72000000', 'q': '0.04750000', 'f': '2237934718', 'l': '2237934719', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338843,,,buy,taker,16719.72,0.0475,794.1867,,[]
49,"{'a': '1917338844', 'p': '16719.73000000', 'q': '0.00291000', 'f': '2237934720', 'l': '2237934720', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338844,,,buy,taker,16719.73,0.00291,48.6544143,,[]
50,"{'a': '1917338845', 'p': '16719.75000000', 'q': '0.01295000', 'f': '2237934721', 'l': '2237934722', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338845,,,buy,taker,16719.75,0.01295,216.5207625,,[]
51,"{'a': '1917338846', 'p': '16719.76000000', 'q': '0.00299000', 'f': '2237934723', 'l': '2237934723', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338846,,,buy,taker,16719.76,0.00299,49.9920824,,[]
52,"{'a': '1917338847', 'p': '16719.77000000', 'q': '0.00066000', 'f': '2237934724', 'l': '2237934724', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338847,,,buy,taker,16719.77,0.00066,11.0350482,,[]
53,"{'a': '1917338848', 'p': '16719.78000000', 'q': '0.03000000', 'f': '2237934725', 'l': '2237934725', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338848,,,buy,taker,16719.78,0.03,501.5934,,[]
54,"{'a': '1917338849', 'p': '16719.83000000', 'q': '0.08081000', 'f': '2237934726', 'l': '2237934726', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338849,,,buy,taker,16719.83,0.08081,1351.1294623,,[]
55,"{'a': '1917338850', 'p': '16719.84000000', 'q': '0.11726000', 'f': '2237934727', 'l': '2237934728', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338850,,,buy,taker,16719.84,0.11726,1960.5684384,,[]
56,"{'a': '1917338851', 'p': '16719.90000000', 'q': '0.01281000', 'f': '2237934729', 'l': '2237934729', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338851,,,buy,taker,16719.9,0.01281,214.181919,,[]
57,"{'a': '1917338852', 'p': '16719.96000000', 'q': '0.00600000', 'f': '2237934730', 'l': '2237934730', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338852,,,buy,taker,16719.96,0.006,100.31976,,[]
58,"{'a': '1917338853', 'p': '16719.97000000', 'q': '0.00702000', 'f': '2237934731', 'l': '2237934731', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338853,,,buy,taker,16719.97,0.00702,117.3741894,,[]
59,"{'a': '1917338854', 'p': '16719.98000000', 'q': '0.00310000', 'f': '2237934732', 'l': '2237934733', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338854,,,buy,taker,16719.98,0.0031,51.831938,,[]
60,"{'a': '1917338855', 'p': '16719.99000000', 'q': '0.00062000', 'f': '2237934734', 'l': '2237934734', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338855,,,buy,taker,16719.99,0.00062,10.3663938,,[]
61,"{'a': '1917338856', 'p': '16720.00000000', 'q': '0.12271000', 'f': '2237934735', 'l': '2237934753', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338856,,,buy,taker,16720.0,0.12271,2051.7112,,[]
62,"{'a': '1917338857', 'p': '16720.03000000', 'q': '0.00327000', 'f': '2237934754', 'l': '2237934754', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338857,,,buy,taker,16720.03,0.00327,54.6744981,,[]
63,"{'a': '1917338858', 'p': '16720.06000000', 'q': '0.18000000', 'f': '2237934755', 'l': '2237934755', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338858,,,buy,taker,16720.06,0.18,3009.6108,,[]
64,"{'a': '1917338859', 'p': '16720.07000000', 'q': '0.00800000', 'f': '2237934756', 'l': '2237934756', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338859,,,buy,taker,16720.07,0.008,133.76056,,[]
65,"{'a': '1917338860', 'p': '16720.08000000', 'q': '0.05982000', 'f': '2237934757', 'l': '2237934757', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338860,,,buy,taker,16720.08,0.05982,1000.1951856,,[]
66,"{'a': '1917338861', 'p': '16720.10000000', 'q': '0.24192000', 'f': '2237934758', 'l': '2237934759', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338861,,,buy,taker,16720.1,0.24192,4044.926592,,[]
67,"{'a': '1917338862', 'p': '16720.11000000', 'q': '0.04000000', 'f': '2237934760', 'l': '2237934760', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338862,,,buy,taker,16720.11,0.04,668.8044,,[]
68,"{'a': '1917338863', 'p': '16720.14000000', 'q': '0.04750000', 'f': '2237934761', 'l': '2237934762', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338863,,,buy,taker,16720.14,0.0475,794.20665,,[]
69,"{'a': '1917338864', 'p': '16720.15000000', 'q': '0.00600000', 'f': '2237934763', 'l': '2237934763', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338864,,,buy,taker,16720.15,0.006,100.3209,,[]
70,"{'a': '1917338865', 'p': '16720.17000000', 'q': '0.04000000', 'f': '2237934764', 'l': '2237934764', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338865,,,buy,taker,16720.17,0.04,668.8068,,[]
71,"{'a': '1917338866', 'p': '16720.18000000', 'q': '0.00077000', 'f': '2237934765', 'l': '2237934765', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338866,,,buy,taker,16720.18,0.00077,12.8745386,,[]
72,"{'a': '1917338867', 'p': '16720.22000000', 'q': '0.04663000', 'f': '2237934766', 'l': '2237934766', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338867,,,buy,taker,16720.22,0.04663,779.6638586,,[]
73,"{'a': '1917338868', 'p': '16720.23000000', 'q': '0.38000000', 'f': '2237934767', 'l': '2237934768', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338868,,,buy,taker,16720.23,0.38,6353.6874,,[]
74,"{'a': '1917338869', 'p': '16720.25000000', 'q': '0.00061000', 'f': '2237934769', 'l': '2237934769', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338869,,,buy,taker,16720.25,0.00061,10.1993525,,[]
75,"{'a': '1917338870', 'p': '16720.27000000', 'q': '0.18815000', 'f': '2237934770', 'l': '2237934770', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338870,,,buy,taker,16720.27,0.18815,3145.9188005,,[]
76,"{'a': '1917338871', 'p': '16720.28000000', 'q': '0.00810000', 'f': '2237934771', 'l': '2237934772', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338871,,,buy,taker,16720.28,0.0081,135.434268,,[]
77,"{'a': '1917338872', 'p': '16720.30000000', 'q': '0.77646000', 'f': '2237934773', 'l': '2237934775', 'T': '1669261669299', 'm': False, 'M': True}",1669261669299,2022-11-24T03:47:49.299Z,BTC/USDT,1917338872,,,buy,taker,16720.3,0.77646,12982.644138,,[]
78,"{'a': '1917338873', 'p': '16718.61000000', 'q': '0.00528000', 'f': '2237934776', 'l': '2237934776', 'T': '1669261669310', 'm': True, 'M': True}",1669261669310,2022-11-24T03:47:49.310Z,BTC/USDT,1917338873,,,sell,taker,16718.61,0.00528,88.2742608,,[]
79,"{'a': '1917338874', 'p': '16718.63000000', 'q': '0.00151000', 'f': '2237934777', 'l': '2237934777', 'T': '1669261669322', 'm': True, 'M': True}",1669261669322,2022-11-24T03:47:49.322Z,BTC/USDT,1917338874,,,sell,taker,16718.63,0.00151,25.2451313,,[]
80,"{'a': '1917338875', 'p': '16718.63000000', 'q': '0.06634000', 'f': '2237934778', 'l': '2237934778', 'T': '1669261669324', 'm': True, 'M': True}",1669261669324,2022-11-24T03:47:49.324Z,BTC/USDT,1917338875,,,sell,taker,16718.63,0.06634,1109.1139142,,[]
81,"{'a': '1917338876', 'p': '16718.61000000', 'q': '0.01414000', 'f': '2237934779', 'l': '2237934780', 'T': '1669261669324', 'm': True, 'M': True}",1669261669324,2022-11-24T03:47:49.324Z,BTC/USDT,1917338876,,,sell,taker,16718.61,0.01414,236.4011454,,[]
82,"{'a': '1917338877', 'p': '16718.60000000', 'q': '0.02189000', 'f': '2237934781', 'l': '2237934782', 'T': '1669261669325', 'm': True, 'M': True}",1669261669325,2022-11-24T03:47:49.325Z,BTC/USDT,1917338877,,,sell,taker,16718.6,0.02189,365.970154,,[]
83,"{'a': '1917338878', 'p': '16718.60000000', 'q': '0.00213000', 'f': '2237934783', 'l': '2237934783', 'T': '1669261669325', 'm': True, 'M': True}",1669261669325,2022-11-24T03:47:49.325Z,BTC/USDT,1917338878,,,sell,taker,16718.6,0.00213,35.610618,,[]
84,"{'a': '1917338879', 'p': '16718.64000000', 'q': '0.03108000', 'f': '2237934784', 'l': '2237934784', 'T': '1669261669340', 'm': True, 'M': True}",1669261669340,2022-11-24T03:47:49.340Z,BTC/USDT,1917338879,,,sell,taker,16718.64,0.03108,519.6153312,,[]
85,"{'a': '1917338880', 'p': '16718.60000000', 'q': '0.00411000', 'f': '2237934785', 'l': '2237934785', 'T': '1669261669346', 'm': True, 'M': True}",1669261669346,2022-11-24T03:47:49.346Z,BTC/USDT,1917338880,,,sell,taker,16718.6,0.00411,68.713446,,[]
86,"{'a': '1917338881', 'p': '16718.61000000', 'q': '0.30843000', 'f': '2237934786', 'l': '2237934786', 'T': '1669261669613', 'm': True, 'M': True}",1669261669613,2022-11-24T03:47:49.613Z,BTC/USDT,1917338881,,,sell,taker,16718.61,0.30843,5156.5208823,,[]
87,"{'a': '1917338882', 'p': '16718.37000000', 'q': '0.20399000', 'f': '2237934787', 'l': '2237934787', 'T': '1669261669613', 'm': True, 'M': True}",1669261669613,2022-11-24T03:47:49.613Z,BTC/USDT,1917338882,,,sell,taker,16718.37,0.20399,3410.3802963,,[]
88,"{'a': '1917338883', 'p': '16718.07000000', 'q': '0.00570000', 'f': '2237934788', 'l': '2237934788', 'T': '1669261669629', 'm': True, 'M': True}",1669261669629,2022-11-24T03:47:49.629Z,BTC/USDT,1917338883,,,sell,taker,16718.07,0.0057,95.292999,,[]
89,"{'a': '1917338884', 'p': '16718.08000000', 'q': '0.07772000', 'f': '2237934789', 'l': '2237934789', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338884,,,sell,taker,16718.08,0.07772,1299.3291776,,[]
90,"{'a': '1917338885', 'p': '16718.00000000', 'q': '0.00296000', 'f': '2237934790', 'l': '2237934791', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338885,,,sell,taker,16718.0,0.00296,49.48528,,[]
91,"{'a': '1917338886', 'p': '16717.85000000', 'q': '0.08972000', 'f': '2237934792', 'l': '2237934792', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338886,,,sell,taker,16717.85,0.08972,1499.925502,,[]
92,"{'a': '1917338887', 'p': '16717.84000000', 'q': '0.07189000', 'f': '2237934793', 'l': '2237934794', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338887,,,sell,taker,16717.84,0.07189,1201.8455176,,[]
93,"{'a': '1917338888', 'p': '16717.79000000', 'q': '0.00657000', 'f': '2237934795', 'l': '2237934795', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338888,,,sell,taker,16717.79,0.00657,109.8358803,,[]
94,"{'a': '1917338889', 'p': '16717.75000000', 'q': '0.06851000', 'f': '2237934796', 'l': '2237934799', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338889,,,sell,taker,16717.75,0.06851,1145.3330525,,[]
95,"{'a': '1917338890', 'p': '16717.66000000', 'q': '0.02718000', 'f': '2237934800', 'l': '2237934800', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338890,,,sell,taker,16717.66,0.02718,454.3859988,,[]
96,"{'a': '1917338891', 'p': '16717.65000000', 'q': '0.04889000', 'f': '2237934801', 'l': '2237934801', 'T': '1669261669643', 'm': True, 'M': True}",1669261669643,2022-11-24T03:47:49.643Z,BTC/USDT,1917338891,,,sell,taker,16717.65,0.04889,817.3259085,,[]
